product,description,review,rating,price,num_ratings,num_reviews,ram_gb,storage_gb,display_inch,camera_mp,battery_mah,warranty_years
"Nothing Phone (2a) 5G (Black, 128 GB)",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP Front Camera5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty,"80,736 Ratings & 6,737 Reviews",4.4,21999.0,736.0,737.0,8.0,128.0,6.7,50.0,5000.0,1.0
"Motorola G85 5G (Urban Grey, 128 GB)",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories,"1,58,837 Ratings & 8,562 Reviews",4.4,17999.0,837.0,562.0,8.0,128.0,6.67,50.0,5000.0,1.0
"Nothing Phone (2a) 5G (White, 256 GB)",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP Front Camera5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty,"13,964 Ratings & 1,124 Reviews",4.4,25999.0,964.0,124.0,12.0,256.0,6.7,50.0,5000.0,1.0
"Nothing Phone (2a) 5G (Blue, 256 GB)",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP Front Camera5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty,"13,964 Ratings & 1,124 Reviews",4.4,25999.0,964.0,124.0,12.0,256.0,6.7,50.0,5000.0,1.0
"Motorola G85 5G (Olive Green, 256 GB)",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories,"62,677 Ratings & 3,510 Reviews",4.4,19999.0,677.0,510.0,12.0,256.0,6.67,50.0,5000.0,1.0
"Nothing Phone (2a) 5G (Blue, 256 GB)",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP Front Camera5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty,"80,736 Ratings & 6,737 Reviews",4.4,23999.0,736.0,737.0,8.0,256.0,6.7,50.0,5000.0,1.0
"MOTOROLA g35 5G (Midnight Black, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh BatteryT760 Processor12 5G Bands with VoNR|4K Video Recording|Vision Booster Technology1 Year on Handset and 6 Months on Accessories,"32,397 Ratings & 2,650 Reviews",4.2,9999.0,397.0,650.0,4.0,128.0,6.72,50.0,5000.0,1.0
"Motorola Edge 50 Fusion (Forest Green, 128 GB)",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera5000 mAh Battery7s Gen 2 Processor1 Year on Handset and 6 Months on Accessories,"1,07,586 Ratings & 7,143 Reviews",4.5,22999.0,586.0,143.0,8.0,128.0,6.7,50.0,5000.0,1.0
"Motorola g45 5G (Brilliant Green, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 6s Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"33,219 Ratings & 2,150 Reviews",4.3,10999.0,219.0,150.0,4.0,128.0,6.5,50.0,5000.0,1.0
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Midnight Violet, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) HD Display32MP + 2MP | 8MP Front Camera5100 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"18,755 Ratings & 834 Reviews",4.4,15999.0,755.0,834.0,8.0,256.0,6.67,50.0,5100.0,1.0
"REDMI A3X (Ocean Green, 64 GB)",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"2,200 Ratings & 86 Reviews",4.1,6199.0,200.0,86.0,3.0,64.0,6.71,8.0,5000.0,1.0
"Nothing Phone (2a) 5G (White, 128 GB)",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP Front Camera5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty,"80,736 Ratings & 6,737 Reviews",4.4,21999.0,736.0,737.0,8.0,128.0,6.7,50.0,5000.0,1.0
"Apple iPhone 16 Plus (White, 512 GB)","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",759 Ratings & 45 Reviews,4.6,114900.0,759.0,45.0,8.0,512.0,6.7,50.0,5000.0,1.0
"REDMI A3X (Midnight Black, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"1,426 Ratings & 73 Reviews",4.2,6999.0,426.0,73.0,4.0,128.0,6.71,8.0,5000.0,1.0
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0MP | 0MP Front Camera1000 mAh BatterySC6531E Processor1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,"1,44,204 Ratings & 8,849 Reviews",4.0,1174.0,204.0,849.0,8.0,128.0,1.77,50.0,1000.0,1.0
"Motorola g64 5G (Mint Green, 256 GB)",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 7025 Processor1 Year on Handset and 6 Months on Accessories,"74,048 Ratings & 4,779 Reviews",4.2,15999.0,48.0,779.0,12.0,256.0,6.5,50.0,6000.0,1.0
"Motorola g64 5G (Ice Lilac, 256 GB)",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 7025 Processor1 Year on Handset and 6 Months on Accessories,"74,048 Ratings & 4,779 Reviews",4.2,15999.0,48.0,779.0,12.0,256.0,6.5,50.0,6000.0,1.0
"Nothing Phone (3a) Pro (Grey, 256 GB)",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera5000 mAh Battery7s Gen3 Processor1 Year Manufacturing Warranty,"1,809 Ratings & 226 Reviews",4.5,31999.0,809.0,226.0,8.0,256.0,6.77,50.0,5000.0,1.0
"SAMSUNG Galaxy S25 Ultra 5G (Titanium Gray, 512 GB)",12 GB RAM | 512 GB ROM17.53 cm (6.9 inch) Quad HD+ Display200MP + 50MP + 50MP + 10MP | 12MP Front Camera5000 mAh Battery8 Elite for Galaxy Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"1,015 Ratings & 126 Reviews",4.7,141999.0,15.0,126.0,12.0,512.0,6.9,50.0,5000.0,1.0
"Nothing Phone (3a) Pro (Black, 128 GB)",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera5000 mAh Battery7s Gen3 Processor1 Year Manufacturing Warranty,"1,809 Ratings & 226 Reviews",4.5,29999.0,809.0,226.0,8.0,128.0,6.77,50.0,5000.0,1.0
"SAMSUNG M35 5G (Moonlight Blue, 128 GB)",6 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 YEAR,"3,885 Ratings & 307 Reviews",4.4,14505.0,885.0,307.0,6.0,128.0,6.6,50.0,6000.0,1.0
"POCO M6 Plus 5G (Misty Lavender, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh BatterySnapdragon 4 Gen2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"7,338 Ratings & 491 Reviews",4.2,11499.0,338.0,491.0,8.0,128.0,6.79,50.0,5030.0,1.0
"Nothing Phone (3a) (White, 128 GB)",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) | 32MP Front Camera5000 mAh Battery7s Gen3 Processor1 Year Manufacturing Warranty,"9,864 Ratings & 1,111 Reviews",4.5,24999.0,864.0,111.0,8.0,128.0,6.77,50.0,5000.0,1.0
"vivo T3 Ultra (Lunar Gray, 256 GB)",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP + 8MP | 50MP Front Camera5500 mAh BatteryDimensity 9200+ Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"14,080 Ratings & 1,240 Reviews",4.5,31999.0,80.0,240.0,8.0,256.0,6.78,50.0,5500.0,1.0
"vivo T3 Ultra (Lunar Gray, 128 GB)",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display50MP + 8MP | 50MP Front Camera5500 mAh BatteryDimensity 9200+ Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"14,080 Ratings & 1,240 Reviews",4.5,29999.0,80.0,240.0,8.0,128.0,6.78,50.0,5500.0,1.0
"SAMSUNG S25 Ultra 5G (Titanium Gray, 256 GB)",12 GB RAM | 256 GB ROM17.53 cm (6.9 inch) Quad HD+ Display200MP + 50MP + 50MP + 10MP | 12MP Front Camera5000 mAh Battery8 Elite for Galaxy Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,362 Ratings & 41 Reviews,4.6,129999.0,362.0,41.0,12.0,256.0,6.9,50.0,5000.0,1.0
"Nothing Phone (3a) Pro (Black, 256 GB)",12 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera5000 mAh Battery7s Gen3 Processor1 Year Manufacturing Warranty,371 Ratings & 45 Reviews,4.4,33999.0,371.0,45.0,12.0,256.0,6.77,50.0,5000.0,1.0
"Nothing Phone (3a) Pro (Grey, 256 GB)",12 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera5000 mAh Battery7s Gen3 Processor1 Year Manufacturing Warranty,371 Ratings & 45 Reviews,4.4,33999.0,371.0,45.0,12.0,256.0,6.77,50.0,5000.0,1.0
"Apple iPhone 16e (Black, 256 GB)","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP Rear Camera | 12MP Front CameraA18 Chip, 6 Core Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",310 Ratings & 16 Reviews,4.6,69900.0,310.0,16.0,8.0,256.0,6.1,48.0,5000.0,1.0
"CMF by Nothing Phone 1 (Light Green, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 5G Processor1 Year Manufacturing Warranty,"71,052 Ratings & 5,073 Reviews",4.4,15999.0,52.0,73.0,6.0,128.0,6.67,50.0,5000.0,1.0
"vivo T3 Ultra (Frost Green, 256 GB)",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP + 8MP | 50MP Front Camera5500 mAh BatteryDimensity 9200+ Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"14,080 Ratings & 1,240 Reviews",4.5,31999.0,80.0,240.0,8.0,256.0,6.78,50.0,5500.0,1.0
"REDMI 13 5G (Black Diamond, 128 GB)",8 GB RAM | 128 GB ROM17.25 cm (6.79 inch) Display108MP Rear Camera5030 mAh BatteryBrand Warranty,"6,710 Ratings & 383 Reviews",4.3,13990.0,710.0,383.0,8.0,128.0,6.79,108.0,5030.0,1.0
"Nothing Phone (3a) Pro (Black, 256 GB)",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera5000 mAh Battery7s Gen3 Processor1 Year Manufacturing Warranty,"1,809 Ratings & 226 Reviews",4.5,31999.0,809.0,226.0,8.0,256.0,6.77,50.0,5000.0,1.0
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Feather Pink, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) HD Display32MP + 2MP | 8MP Front Camera5100 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"1,52,045 Ratings & 5,469 Reviews",4.5,12999.0,45.0,469.0,6.0,128.0,6.67,50.0,5100.0,1.0
"Nothing Phone (3a) (White, 256 GB)",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) | 32MP Front Camera5000 mAh Battery7s Gen3 Processor1 Year Manufacturing Warranty,"9,864 Ratings & 1,111 Reviews",4.5,26999.0,864.0,111.0,8.0,256.0,6.77,50.0,5000.0,1.0
"Nothing Phone (3a) (Blue, 256 GB)",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) | 32MP Front Camera5000 mAh Battery7s Gen3 Processor1 Year Manufacturing Warranty,"9,864 Ratings & 1,111 Reviews",4.5,26999.0,864.0,111.0,8.0,256.0,6.77,50.0,5000.0,1.0
"vivo T3 Ultra (Lunar Gray, 256 GB)",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP + 8MP | 50MP Front Camera5500 mAh BatteryDimensity 9200+ Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"6,869 Ratings & 574 Reviews",4.5,33999.0,869.0,574.0,12.0,256.0,6.78,50.0,5500.0,1.0
"Apple 16 Pro Max (Desert Titanium, 256 GB)","256 GB ROM17.53 cm (6.9 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",349 Ratings & 28 Reviews,4.6,135900.0,349.0,28.0,8.0,256.0,6.9,50.0,5000.0,1.0
"CMF by Nothing Phone 1 (Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 5G Processor1 Year Manufacturing Warranty,"71,052 Ratings & 5,073 Reviews",4.4,15999.0,52.0,73.0,6.0,128.0,6.67,50.0,5000.0,1.0
"CMF by Nothing Phone 1 (Orange, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 5G Processor1 Year Manufacturing Warranty,"71,052 Ratings & 5,073 Reviews",4.4,15999.0,52.0,73.0,6.0,128.0,6.67,50.0,5000.0,1.0
"Apple iPhone 15 (Black, 256 GB)","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","1,14,030 Ratings & 3,864 Reviews",4.6,74400.0,30.0,864.0,8.0,256.0,6.1,50.0,5000.0,1.0
"Motorola G85 5G (Viva Magenta, 256 GB)",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories,"62,677 Ratings & 3,510 Reviews",4.4,19999.0,677.0,510.0,12.0,256.0,6.67,50.0,5000.0,1.0
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 13MP + 10MP | 32MP Front Camera5000 mAh BatterySnapdragon 7 Gen 1 Accelerated Edition Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"28,122 Ratings & 2,087 Reviews",4.3,21999.0,122.0,87.0,8.0,256.0,6.67,50.0,5000.0,1.0
"realme P1 5G (Peacock Green, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"96,904 Ratings & 5,687 Reviews",4.4,13999.0,904.0,687.0,6.0,128.0,6.67,50.0,5000.0,1.0
"Motorola G85 5G (Viva Magenta, 128 GB)",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories,"1,58,837 Ratings & 8,562 Reviews",4.4,17999.0,837.0,562.0,8.0,128.0,6.67,50.0,5000.0,1.0
"Apple iPhone 15 (Black, 128 GB)","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","1,14,030 Ratings & 3,864 Reviews",4.6,64400.0,30.0,864.0,8.0,128.0,6.1,50.0,5000.0,1.0
"Infinix Note 40X 5G (Palm Blue, 256 GB)",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.22 cm (6.78 inch) Full HD+ Display108MP + 2MP + AI Lens | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryDimensity 6300 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"27,988 Ratings & 1,916 Reviews",4.3,13999.0,988.0,916.0,12.0,256.0,6.78,50.0,5000.0,1.0
"Apple iPhone 16 Pro (Desert Titanium, 1 TB)","1 TB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","1,247 Ratings & 74 Reviews",4.7,162900.0,247.0,74.0,8.0,128.0,6.3,50.0,5000.0,1.0
"Apple iPhone 14 (Starlight, 512 GB)","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","2,54,421 Ratings & 9,875 Reviews",4.6,84999.0,421.0,875.0,8.0,512.0,6.1,50.0,5000.0,1.0
"CMF by Nothing Phone 1 (Blue, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 5G Processor1 Year Manufacturing Warranty,"71,052 Ratings & 5,073 Reviews",4.4,15999.0,52.0,73.0,6.0,128.0,6.67,50.0,5000.0,1.0
"SAMSUNG Galaxy S24+ 5G (Cobalt Violet, 256 GB)",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Quad HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4900 mAh BatteryExynos 2400 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"6,149 Ratings & 475 Reviews",4.5,59890.0,149.0,475.0,12.0,256.0,6.7,50.0,4900.0,1.0
"vivo T3 Ultra (Frost Green, 256 GB)",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP + 8MP | 50MP Front Camera5500 mAh BatteryDimensity 9200+ Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"6,869 Ratings & 574 Reviews",4.5,33999.0,869.0,574.0,12.0,256.0,6.78,50.0,5500.0,1.0
"realme P1 5G (Feather Blue, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"48,180 Ratings & 2,684 Reviews",4.4,14999.0,180.0,684.0,8.0,128.0,6.67,50.0,5000.0,1.0
"Apple iPhone 16 Pro (Desert Titanium, 256 GB)","256 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","1,247 Ratings & 74 Reviews",4.7,122900.0,247.0,74.0,8.0,256.0,6.3,50.0,5000.0,1.0
"Apple iPhone 16 Pro (Desert Titanium, 128 GB)","128 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","1,247 Ratings & 74 Reviews",4.7,112900.0,247.0,74.0,8.0,128.0,6.3,50.0,5000.0,1.0
"SAMSUNG Galaxy S25 Ultra 5G (Titanium Black, 256 GB)",12 GB RAM | 256 GB ROM17.53 cm (6.9 inch) Quad HD+ Display200MP + 50MP + 50MP + 10MP | 12MP Front Camera5000 mAh Battery8 Elite for Galaxy Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"1,015 Ratings & 126 Reviews",4.7,129999.0,15.0,126.0,12.0,256.0,6.9,50.0,5000.0,1.0
"SAMSUNG Galaxy A05 (Light Green, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,960 Ratings & 49 Reviews,4.2,8673.0,960.0,49.0,6.0,128.0,6.74,50.0,5000.0,1.0
"Apple iPhone 15 Plus (Black, 128 GB)","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","24,535 Ratings & 1,382 Reviews",4.6,74900.0,535.0,382.0,8.0,128.0,6.7,50.0,5000.0,1.0
Kechaoda A26,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB1.68 cm (0.66 inch) Display800 mAh BatteryNO WARRANTY,"26,341 Ratings & 1,518 Reviews",4.0,899.0,341.0,518.0,8.0,128.0,0.66,50.0,800.0,1.0
"Nothing Phone (3a) Pro (Grey, 128 GB)",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera5000 mAh Battery7s Gen3 Processor1 Year Manufacturing Warranty,"1,809 Ratings & 226 Reviews",4.5,29999.0,809.0,226.0,8.0,128.0,6.77,50.0,5000.0,1.0
itel 5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB7.11 cm (2.8 inch) Quarter QVGA Display0.8MP + 0MP | 0MP Front Camera1900 mAh BatteryUnisoc Processor12+1 month manufacturer warranty,"3,618 Ratings & 212 Reviews",4.1,1255.0,618.0,212.0,8.0,128.0,2.8,50.0,1900.0,1.0
"Infinix Note 40X 5G (Lime Green, 256 GB)",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.22 cm (6.78 inch) Full HD+ Display108MP + 2MP + AI Lens | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryDimensity 6300 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"27,988 Ratings & 1,916 Reviews",4.3,13999.0,988.0,916.0,12.0,256.0,6.78,50.0,5000.0,1.0
"realme P1 5G (Phoenix Red, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"48,180 Ratings & 2,684 Reviews",4.4,14999.0,180.0,684.0,8.0,128.0,6.67,50.0,5000.0,1.0
"Apple 16 Pro (Desert Titanium, 512 GB)","512 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",16 Ratings & 0 Reviews,4.8,142900.0,16.0,0.0,8.0,512.0,6.3,50.0,5000.0,1.0
"Apple iPhone 14 Plus (Starlight, 128 GB)","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","38,237 Ratings & 2,036 Reviews",4.6,69900.0,237.0,36.0,8.0,128.0,6.7,50.0,5000.0,1.0
"Apple iPhone 14 (Starlight, 256 GB)","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","2,54,421 Ratings & 9,875 Reviews",4.6,64999.0,421.0,875.0,8.0,256.0,6.1,50.0,5000.0,1.0
"OnePlus Nord CE4 lite 5G (MEGA BLUE, 128 GB)",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5500 mAh Battery1 year,"13,917 Ratings & 684 Reviews",4.4,16468.0,917.0,684.0,8.0,128.0,6.67,50.0,5500.0,1.0
"OnePlus Nord CE4 lite 5G (SUPER SILVER, 256 GB)",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5500 mAh Battery1 year,"13,917 Ratings & 684 Reviews",4.4,22190.0,917.0,684.0,8.0,256.0,6.67,50.0,5500.0,1.0
